TP_ESCOLA,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_REDACAO,NU_NOTA_LC
Pública,636.7,497.9,800.0,564.7
Pública,477.8,561.4,620.0,556.9
Pública,394.7,409.7,260.0,443.2
Pública,457.0,540.4,300.0,506.8
Privada,570.8,360.4,560.0,430.2
Pública,539.7,413.0,640.0,483.9
Privada,848.3,684.4,880.0,645.6
Privada,627.4,400.4,640.0,473.5
Pública,398.6,451.8,600.0,534.0
Pública,418.2,409.0,420.0,362.2
Privada,672.7,557.1,820.0,593.8
Pública,512.4,556.2,560.0,590.7
Pública,466.8,442.6,380.0,458.0
Privada,618.8,569.5,760.0,624.5
Pública,447.0,423.4,320.0,494.2
Pública,463.7,381.6,520.0,492.5
Pública,407.2,374.5,460.0,438.6
Pública,580.4,512.0,600.0,567.0
Privada,750.5,629.6,800.0,570.0
Pública,512.4,436.7,520.0,541.1
Privada,733.6,606.3,920.0,633.8
Pública,365.7,513.4,440.0,513.1
Privada,715.6,588.2,880.0,658.2
Pública,459.8,440.4,900.0,547.1
Privada,666.5,595.3,960.0,583.5
Privada,653.2,591.4,800.0,608.5
Privada,604.2,569.5,640.0,595.9
Privada,495.4,518.1,600.0,575.2
Pública,471.2,491.2,360.0,534.6
Pública,433.4,389.0,0.0,467.8
Privada,446.0,492.5,760.0,530.3
Privada,628.9,509.5,860.0,587.2
Privada,722.6,639.8,700.0,620.0
Pública,424.6,381.1,520.0,460.5
Privada,529.1,479.4,660.0,541.0
Privada,668.1,605.4,740.0,644.9
Privada,561.2,486.2,720.0,586.7
Privada,533.8,462.1,820.0,534.1
Pública,470.3,452.2,520.0,491.3
Privada,585.4,398.5,600.0,434.7
Privada,784.3,634.0,960.0,619.1
Pública,394.6,458.2,400.0,482.6
Privada,473.0,472.1,540.0,511.0
Pública,477.8,406.9,400.0,494.2
Privada,642.2,530.6,960.0,559.7
Pública,461.4,474.7,840.0,557.0
Privada,630.6,415.4,720.0,540.8
Privada,483.0,457.1,280.0,421.0
Privada,393.7,449.7,560.0,495.8
Privada,716.5,596.7,740.0,599.0
Privada,582.9,504.3,620.0,544.4
Pública,539.1,519.7,600.0,574.8
Privada,832.2,669.5,940.0,642.8
Pública,516.5,424.1,420.0,400.0
Pública,438.6,443.0,440.0,484.7
Pública,444.8,518.7,680.0,613.9
Pública,465.4,421.5,620.0,479.8
Pública,464.3,448.3,480.0,402.9
Privada,600.7,521.0,600.0,537.3
Privada,518.2,430.9,680.0,565.9
Pública,457.8,408.5,340.0,562.6
Privada,616.3,482.6,660.0,602.2
Pública,497.4,387.3,760.0,523.3
Pública,401.7,436.7,480.0,472.6
Pública,403.3,408.2,0.0,493.0
Pública,531.8,484.5,540.0,531.6
Pública,471.6,445.4,660.0,539.2
Privada,646.8,574.5,840.0,592.0
Privada,504.3,519.5,620.0,552.8
Privada,590.2,572.2,700.0,559.7
Privada,674.3,568.7,840.0,602.8
Privada,859.2,612.7,880.0,590.7
Pública,398.9,554.9,620.0,520.0
Privada,613.8,552.3,600.0,582.0
Pública,439.1,371.8,480.0,450.9
Privada,605.6,582.0,740.0,611.4
Pública,469.4,394.1,240.0,500.1
Pública,611.9,496.6,640.0,577.3
Pública,445.8,448.5,560.0,457.5
Pública,516.1,539.5,560.0,561.8
Pública,387.7,486.5,600.0,509.5
Privada,554.0,442.5,680.0,518.6
Pública,408.1,427.0,540.0,501.6
Pública,518.3,429.4,520.0,567.8
Privada,721.9,665.7,880.0,604.5
Pública,584.7,367.3,660.0,651.9
Pública,505.6,373.4,680.0,498.9
Privada,439.3,554.2,840.0,611.1
Pública,494.3,517.0,620.0,492.1
Pública,432.3,421.2,680.0,525.4
Pública,375.6,377.8,580.0,504.3
Pública,542.2,495.5,620.0,561.5
Pública,437.6,485.6,580.0,524.1
Pública,612.7,578.0,720.0,608.6
Privada,650.5,569.4,720.0,594.8
Pública,613.5,489.6,720.0,545.5
Pública,373.9,406.1,300.0,486.0
Pública,479.8,416.3,460.0,499.6
Privada,712.3,579.1,740.0,604.0
Privada,784.7,616.2,760.0,573.0
Privada,590.9,475.3,540.0,550.8
Privada,563.2,378.8,620.0,447.0
Privada,360.4,362.7,600.0,510.5
Privada,713.9,653.0,880.0,598.0
Privada,531.3,598.3,840.0,579.3
Pública,452.9,436.2,500.0,521.0
Privada,617.0,570.2,800.0,559.2
Pública,519.7,440.5,420.0,451.1
Pública,459.5,410.8,620.0,545.8
Pública,509.1,372.2,560.0,531.4
Pública,414.1,415.8,460.0,396.9
Pública,583.4,521.8,580.0,569.5
Pública,374.9,402.4,300.0,405.2
Pública,446.4,431.6,540.0,462.4
Privada,626.6,556.7,880.0,539.4
Pública,500.9,501.6,640.0,515.6
Privada,670.7,531.5,840.0,615.5
Pública,466.7,577.2,440.0,557.7
Pública,438.1,348.4,520.0,493.1
Pública,464.5,425.9,540.0,540.2
Privada,489.7,482.3,700.0,588.8
Pública,507.4,484.2,660.0,543.2
Privada,411.0,548.0,740.0,555.4
Privada,748.1,623.1,900.0,606.6
Pública,751.2,566.5,820.0,588.7
Pública,407.9,432.6,680.0,546.7
Pública,467.1,361.4,520.0,453.7
Pública,640.3,583.8,940.0,501.2
Pública,367.5,450.0,560.0,486.8
Pública,392.2,366.8,300.0,526.8
Pública,404.2,357.6,480.0,522.4
Pública,506.0,391.5,460.0,468.8
Pública,409.4,448.7,660.0,547.7
Privada,522.5,517.8,660.0,508.8
Pública,569.6,460.8,520.0,523.0
Pública,488.8,342.6,500.0,485.6
Privada,529.5,501.1,580.0,498.4
Pública,522.0,553.1,900.0,521.6
Pública,415.0,431.4,660.0,497.6
Pública,372.3,387.4,520.0,484.8
Privada,429.9,497.9,820.0,594.7
Pública,398.9,358.4,480.0,391.1
Pública,696.9,539.2,740.0,589.3
Pública,423.3,421.3,520.0,477.0
Privada,746.0,524.3,640.0,562.8
Privada,520.0,568.7,820.0,574.4
Pública,470.9,448.0,560.0,543.5
Pública,378.1,397.0,320.0,516.0
Pública,515.7,481.9,480.0,493.7
Privada,480.1,545.7,600.0,500.1
Privada,731.0,622.0,820.0,668.8
Privada,467.4,521.1,580.0,536.0
Pública,531.6,365.7,220.0,463.5
Privada,599.6,578.7,820.0,586.8
Pública,443.9,342.3,640.0,389.3
Pública,368.2,340.5,580.0,460.1
Pública,422.7,466.6,580.0,541.8
Pública,400.8,425.3,580.0,512.0
Privada,672.8,557.8,760.0,518.4
Pública,729.3,515.9,920.0,584.1
Pública,448.3,458.5,560.0,526.8
Pública,401.4,345.8,0.0,339.6
Pública,402.2,460.6,740.0,488.4
Pública,724.9,562.0,660.0,633.5
Pública,394.1,415.4,480.0,547.7
Privada,731.0,605.2,880.0,647.8
Pública,459.6,423.4,740.0,522.8
Privada,510.8,470.2,640.0,572.1
Privada,538.4,399.0,600.0,471.5
Pública,494.8,449.6,460.0,527.6
Privada,687.1,583.7,960.0,621.3
Pública,368.2,451.3,440.0,363.0
Privada,540.2,458.5,700.0,577.6
Privada,653.6,578.1,900.0,581.5
Privada,698.8,494.1,640.0,526.5
Pública,626.6,543.2,880.0,554.7
Privada,650.2,602.8,660.0,583.4
Pública,416.2,399.5,580.0,369.3
Privada,499.4,399.2,660.0,476.9
Privada,596.3,536.2,720.0,580.0
Privada,556.9,606.5,840.0,588.9
Privada,639.6,574.6,900.0,523.8
Pública,596.9,584.8,620.0,592.8
Pública,643.3,424.4,480.0,530.4
Pública,464.3,350.6,520.0,509.5
Privada,628.6,526.4,960.0,611.0
Privada,435.4,474.7,700.0,579.7
Pública,395.5,488.1,260.0,373.4
Pública,602.8,445.4,640.0,548.6
Privada,843.7,611.6,820.0,605.8
Pública,636.4,497.3,620.0,588.6
Pública,369.1,435.7,620.0,520.3
Pública,379.3,488.3,380.0,516.8
Pública,598.9,370.1,580.0,530.6
Pública,426.5,520.7,600.0,499.4
Privada,734.5,587.0,920.0,601.9
Privada,466.6,549.6,600.0,592.9
Privada,666.6,432.7,680.0,578.6
Pública,486.7,441.9,620.0,497.7
Privada,716.6,613.9,780.0,641.6
Privada,581.6,604.7,680.0,597.6
Pública,379.6,350.6,560.0,484.4
Privada,593.9,596.8,920.0,505.6
Pública,544.7,456.5,600.0,530.3
Pública,429.9,448.0,540.0,498.0
Pública,547.6,467.4,580.0,575.0
Privada,773.2,631.8,860.0,637.7
Pública,641.8,397.0,800.0,550.4
Pública,537.3,508.2,560.0,527.8
Pública,425.0,398.8,0.0,440.5
Pública,479.3,447.5,0.0,593.5
Pública,412.0,429.4,560.0,497.5
Pública,553.2,448.0,560.0,506.6
Pública,475.3,429.0,620.0,531.2
Pública,576.1,363.4,640.0,455.8
Pública,536.6,506.9,660.0,500.4
Pública,676.0,610.4,840.0,566.9
Pública,485.0,376.4,420.0,496.0
Pública,476.4,355.5,480.0,532.6
Pública,563.7,559.4,700.0,588.7
Pública,401.7,429.6,480.0,465.6
Privada,707.8,622.1,940.0,593.6
Privada,431.2,506.1,600.0,515.0
Privada,688.7,625.7,880.0,585.8
Pública,379.6,378.7,240.0,405.7
Pública,472.9,581.0,560.0,578.3
Privada,522.6,555.0,900.0,544.1
Privada,500.9,504.6,640.0,475.9
Pública,431.0,393.2,500.0,470.1
Privada,537.1,502.0,540.0,543.2
Pública,486.6,439.9,440.0,520.0
Pública,545.2,467.4,860.0,582.8
Pública,620.9,542.6,840.0,607.3
Pública,434.1,379.5,480.0,474.6
Pública,592.6,392.0,500.0,324.2
Pública,410.6,429.3,480.0,504.2
Privada,720.3,648.7,820.0,627.8
Privada,485.6,416.9,600.0,491.4
Pública,683.5,514.5,800.0,555.5
Privada,578.4,573.4,580.0,593.8
Privada,592.1,583.4,820.0,651.4
Privada,486.4,546.4,700.0,512.8
Pública,421.3,342.8,420.0,454.4
Privada,644.5,550.8,960.0,561.8
Pública,390.7,374.7,380.0,501.2
Pública,605.3,439.9,780.0,516.1
Privada,609.8,468.2,640.0,568.2
Pública,629.5,564.9,860.0,578.2
Pública,582.9,491.3,660.0,558.9
Privada,784.8,584.2,940.0,625.3
Privada,408.9,338.0,560.0,508.0
Pública,407.3,350.0,0.0,370.0
Privada,638.6,477.6,880.0,529.6
Pública,730.9,513.4,960.0,561.3
Pública,481.4,524.7,560.0,546.2
Privada,614.9,535.3,800.0,557.9
Pública,375.7,378.2,620.0,475.7
Pública,451.4,422.5,480.0,439.8
Pública,432.5,452.9,580.0,485.3
Pública,371.6,395.2,320.0,450.2
Pública,797.5,644.3,920.0,627.2
Pública,634.0,595.8,880.0,597.1
Pública,456.1,462.5,800.0,517.6
Pública,462.7,557.3,460.0,548.9
Privada,454.5,430.4,560.0,504.6
Pública,519.7,496.7,480.0,513.5
Pública,489.5,509.2,640.0,565.1
Privada,587.7,555.9,860.0,611.3
Pública,749.4,647.5,960.0,607.8
Pública,483.3,386.0,440.0,405.0
Pública,512.3,456.5,380.0,476.4
Pública,434.7,375.8,420.0,486.5
Pública,541.5,552.8,620.0,624.1
Privada,635.6,544.2,740.0,616.7
Pública,448.9,454.6,320.0,533.6
Privada,843.0,603.8,880.0,650.2
Privada,589.7,568.7,840.0,614.8
Pública,518.4,530.6,640.0,563.3
Pública,405.7,415.5,560.0,499.7
Pública,513.4,446.8,740.0,471.3
Privada,697.8,615.0,920.0,613.5
Privada,438.2,393.0,580.0,496.7
Pública,446.4,478.4,580.0,472.3
Pública,664.4,537.5,600.0,564.7
Privada,771.7,648.0,960.0,654.1
Pública,643.9,553.1,680.0,579.6
Pública,401.0,369.6,620.0,455.0
Pública,484.3,534.8,540.0,518.9
Pública,500.7,443.4,620.0,568.4
Pública,410.6,369.5,360.0,459.9
Pública,452.9,550.8,440.0,516.2
Pública,454.4,366.5,560.0,504.8
Pública,538.7,465.8,500.0,536.3
Privada,518.0,472.6,800.0,588.7
Pública,380.4,511.7,520.0,476.6
Pública,524.0,426.8,640.0,503.1
Pública,412.2,464.3,500.0,543.3
Pública,691.6,557.1,780.0,612.1
Privada,774.3,527.5,720.0,629.6
Privada,675.4,601.0,740.0,633.6
Privada,921.1,758.3,980.0,607.0
Privada,778.2,562.4,760.0,632.9
Privada,563.1,565.5,880.0,652.5
Pública,617.0,352.9,600.0,539.9
Privada,515.6,514.2,940.0,540.2
Pública,561.4,461.0,520.0,566.1
Pública,479.7,387.9,560.0,441.1
Pública,449.9,423.9,720.0,494.5
Pública,507.7,347.0,600.0,434.5
Privada,666.6,486.1,620.0,556.2
Pública,642.3,545.0,680.0,592.8
Privada,460.2,369.6,480.0,511.1
Pública,610.3,547.2,360.0,548.2
Pública,562.5,535.8,540.0,465.9
Pública,461.1,414.5,500.0,544.0
Pública,539.6,406.0,480.0,484.1
Pública,530.1,490.2,680.0,583.6
Privada,520.6,504.4,600.0,580.3
Pública,531.7,390.3,480.0,514.0
Pública,401.6,394.8,420.0,481.8
Pública,491.1,441.3,560.0,545.3
Pública,452.4,415.2,300.0,518.7
Pública,399.5,394.1,420.0,487.1
Pública,515.0,445.4,620.0,535.8
Privada,742.6,671.7,840.0,608.0
Privada,546.1,554.5,860.0,556.3
Privada,793.2,616.9,760.0,632.8
Pública,387.0,500.0,520.0,457.6
Pública,656.2,541.6,540.0,608.5
Pública,567.1,496.0,560.0,532.1
Privada,445.8,488.3,560.0,462.1
Pública,492.3,471.8,420.0,406.0
Pública,508.0,553.3,380.0,504.9
Privada,635.9,542.6,640.0,549.5
Pública,396.2,524.2,780.0,551.5
Pública,413.5,525.2,660.0,552.3
Pública,409.9,350.2,360.0,401.0
Pública,477.6,512.4,800.0,526.8
Pública,484.6,484.1,740.0,574.1
Pública,371.3,396.3,440.0,476.6
Pública,568.7,531.8,500.0,524.9
Pública,367.8,550.3,680.0,584.2
Privada,514.8,527.7,720.0,574.9
Pública,680.8,572.8,660.0,584.5
Pública,401.8,395.8,840.0,377.9
Pública,368.1,398.0,580.0,506.4
Pública,442.4,431.2,600.0,536.0
Pública,501.2,395.4,420.0,347.5
Privada,661.0,531.5,680.0,577.3
Pública,536.0,411.0,260.0,404.5
Pública,367.3,501.9,640.0,515.6
Pública,622.7,451.9,840.0,547.6
Privada,647.6,529.3,600.0,546.4
Pública,449.5,477.6,480.0,462.8
Privada,773.2,609.5,640.0,629.4
Privada,711.3,582.5,840.0,648.3
Privada,532.0,486.3,560.0,498.5
Privada,426.8,437.6,400.0,424.2
Privada,471.9,382.8,480.0,567.0
Privada,606.3,466.8,660.0,510.1
Pública,505.8,348.5,500.0,400.8
Pública,391.8,442.9,540.0,526.2
Privada,573.4,586.9,760.0,637.4
Pública,419.0,417.3,280.0,535.0
Privada,755.9,652.7,920.0,639.9
Pública,464.4,453.3,500.0,477.4
Privada,724.4,565.6,760.0,609.8
Pública,510.9,414.3,640.0,510.0
Pública,397.9,350.3,280.0,546.5
Pública,440.6,375.0,620.0,521.4
Pública,441.6,352.9,320.0,425.1
Pública,402.0,378.6,440.0,441.1
Pública,512.2,382.0,480.0,528.6
Privada,454.9,588.7,900.0,479.5
Privada,439.7,400.7,560.0,434.4
Pública,382.0,374.5,500.0,463.9
Pública,604.1,530.7,780.0,582.8
Pública,504.3,515.6,780.0,528.4
Pública,572.6,446.4,540.0,458.5
Privada,546.9,521.8,720.0,534.5
Pública,376.9,389.2,380.0,550.7
Pública,491.3,380.1,500.0,492.0
Pública,365.9,354.0,280.0,496.8
Pública,448.3,488.8,0.0,348.4
Pública,361.8,406.8,200.0,440.4
Pública,538.6,501.3,800.0,568.5
Privada,627.1,501.5,800.0,544.3
Pública,369.6,412.2,560.0,421.7
Pública,437.2,452.1,640.0,512.1
Privada,393.7,362.2,740.0,482.0
Privada,416.9,447.9,560.0,517.4
Pública,438.3,379.8,620.0,532.6
Pública,488.8,424.1,220.0,447.0
Privada,543.3,516.9,660.0,589.9
Pública,411.8,371.7,620.0,474.1
Privada,866.5,675.3,900.0,613.4
Pública,497.5,528.1,600.0,568.3
Pública,527.5,449.0,460.0,495.2
Pública,409.4,436.6,460.0,497.6
Pública,407.6,430.0,460.0,477.6
Privada,502.6,590.5,580.0,620.9
Pública,428.8,551.6,420.0,514.2
Privada,484.4,384.8,580.0,530.3
Pública,455.6,469.8,540.0,505.7
Pública,457.2,459.9,660.0,520.8
Pública,361.1,362.3,520.0,523.7
Privada,738.1,532.9,900.0,582.7
Privada,441.5,451.9,480.0,446.6
Pública,616.7,514.9,660.0,590.3
Pública,452.6,491.8,540.0,540.3
Pública,588.9,489.9,560.0,521.2
Pública,428.3,450.8,520.0,514.0
Pública,409.8,359.1,0.0,445.4
Pública,511.8,549.8,920.0,559.1
Pública,559.6,481.1,780.0,536.3
Privada,706.7,608.6,980.0,613.2
Pública,474.9,342.9,200.0,437.8
Privada,604.1,526.8,620.0,531.0
Pública,438.5,484.5,460.0,456.6
Privada,405.2,360.8,600.0,512.6
Privada,624.3,565.4,720.0,595.0
Pública,424.1,543.3,480.0,553.3
Privada,553.6,526.5,780.0,600.1
Privada,449.9,473.3,640.0,484.5
Pública,432.5,358.2,460.0,488.0
Pública,490.0,457.9,580.0,590.8
Pública,556.0,478.5,780.0,533.2
Pública,375.3,445.6,380.0,511.2
Privada,747.8,627.2,880.0,635.9
Pública,431.8,501.0,560.0,539.3
Pública,492.5,397.9,540.0,490.9
Pública,505.0,475.6,580.0,553.5
Privada,513.7,558.8,780.0,558.9
Pública,426.0,328.6,540.0,449.5
Pública,637.1,534.1,820.0,605.5
Pública,456.5,448.7,400.0,474.2
Pública,429.9,446.6,360.0,384.3
Pública,378.8,403.8,720.0,466.8
Pública,514.0,359.6,440.0,490.4
Pública,435.6,468.3,540.0,513.2
Pública,609.4,538.1,360.0,479.1
Pública,559.4,459.0,540.0,500.5
Privada,661.0,587.4,720.0,470.8
Pública,407.8,454.2,540.0,520.6
Privada,604.8,596.2,820.0,623.8
Privada,694.0,587.5,900.0,612.4
Pública,367.8,372.0,0.0,425.1
Pública,427.6,500.5,520.0,470.7
Privada,587.7,384.7,620.0,529.8
Privada,571.2,426.9,680.0,549.3
Pública,495.9,334.9,520.0,500.4
Pública,559.8,512.7,840.0,594.5
Pública,464.3,434.4,560.0,402.7
Pública,582.6,413.3,400.0,523.8
Pública,509.1,558.7,600.0,592.6
Pública,593.3,507.5,740.0,497.7
Pública,515.0,368.9,300.0,523.6
Privada,648.4,388.5,800.0,568.5
Pública,413.4,463.4,520.0,478.8
Pública,847.4,690.9,920.0,638.7
Pública,567.3,513.0,660.0,522.7
Pública,481.4,406.6,460.0,476.6
Pública,396.4,443.6,580.0,518.2
Pública,560.9,527.7,280.0,577.6
Privada,645.7,628.7,900.0,612.5
Privada,507.8,344.1,560.0,592.9
Pública,689.7,600.9,780.0,553.6
Pública,430.6,524.4,600.0,554.8
Privada,520.8,536.8,640.0,496.2
Privada,718.2,581.4,900.0,649.6
Pública,647.5,600.7,700.0,589.2
Pública,442.9,415.1,580.0,489.4
Pública,434.2,413.9,480.0,413.5
Pública,433.7,490.2,600.0,504.9
Pública,570.8,495.1,880.0,582.6
Pública,618.9,471.1,460.0,533.1
Privada,634.7,436.0,800.0,575.6
Pública,465.5,463.9,500.0,453.4
Pública,539.3,547.1,700.0,570.8
Privada,449.2,458.5,680.0,440.1
Privada,563.9,466.8,860.0,466.3
Privada,626.6,544.7,880.0,615.6
Pública,643.5,486.6,520.0,405.5
Pública,409.2,388.0,0.0,391.3
Pública,558.8,411.6,560.0,542.9
Privada,676.9,560.1,700.0,564.1
Pública,415.3,359.9,540.0,442.5
Pública,556.6,481.6,780.0,501.1
Pública,633.7,593.6,760.0,610.2
Privada,814.8,638.9,940.0,631.9
Pública,462.7,409.1,600.0,434.2
Privada,483.2,500.8,580.0,443.4
Pública,478.0,385.5,540.0,475.8
Pública,416.7,374.8,540.0,488.5
Privada,429.4,570.0,780.0,641.8
Pública,380.0,332.7,620.0,419.2
Privada,793.9,598.4,920.0,632.6
Pública,526.4,430.5,580.0,495.1
Pública,517.8,524.6,600.0,554.5
Pública,402.2,351.1,480.0,481.7
Privada,386.5,476.4,680.0,523.4
Pública,398.1,426.0,620.0,435.0
Pública,398.1,485.5,600.0,563.2
Pública,420.5,414.1,500.0,476.7
Privada,596.7,600.8,780.0,555.1
Privada,684.8,580.7,880.0,580.5
Privada,715.4,671.0,960.0,609.4
Pública,394.0,457.2,480.0,431.9
Pública,432.4,433.6,280.0,508.1
Pública,418.6,417.3,540.0,527.6
Pública,559.6,433.5,580.0,532.2
Pública,556.9,515.8,460.0,597.2
Privada,788.5,632.2,940.0,630.1
Pública,397.4,419.8,400.0,501.2
Pública,479.0,559.1,600.0,552.1
Privada,809.5,607.2,840.0,647.3
Privada,726.4,526.4,580.0,588.7
Privada,919.9,750.6,940.0,689.6
Privada,692.2,548.1,940.0,610.1
Pública,462.7,457.5,600.0,415.0
Pública,661.0,599.6,700.0,615.5
Pública,413.0,395.6,520.0,495.3
Privada,718.0,585.9,700.0,536.1
Pública,429.8,380.9,620.0,510.8
Pública,449.7,485.6,0.0,497.6
Pública,551.1,543.0,580.0,339.8
Pública,515.4,469.4,400.0,522.5
Pública,440.9,441.2,500.0,508.2
Pública,457.7,340.6,640.0,501.6
Pública,422.9,430.8,400.0,503.0
Pública,425.7,456.6,0.0,478.7
Privada,362.4,424.4,360.0,469.6
Pública,545.7,448.2,600.0,457.7
Pública,463.2,415.6,360.0,467.1
Pública,486.2,482.6,560.0,551.6
Privada,636.9,485.5,820.0,595.5
Pública,376.2,432.5,400.0,392.3
Pública,653.2,602.3,700.0,578.0
Privada,433.5,470.7,720.0,560.3
Pública,546.6,600.3,860.0,550.5
Pública,496.7,453.7,820.0,558.9
Pública,485.6,521.3,720.0,555.6
Privada,530.4,547.2,940.0,555.6
Pública,475.2,411.9,580.0,506.4
Pública,455.6,430.7,460.0,485.3
Privada,702.6,603.3,800.0,627.7
Pública,500.8,387.4,760.0,462.0
Pública,406.6,392.6,640.0,551.6
Pública,374.2,420.3,0.0,339.8
Privada,388.8,368.2,580.0,502.5
Privada,440.1,521.0,340.0,503.0
Privada,591.3,513.1,540.0,450.6
Privada,443.7,353.3,600.0,464.0
Pública,392.8,573.2,500.0,561.3
Pública,508.9,373.7,460.0,437.9
Pública,566.7,387.9,0.0,425.2
Privada,437.4,394.8,640.0,468.5
Pública,641.6,413.0,880.0,562.5
Privada,679.7,598.2,660.0,616.6
Pública,451.1,482.4,440.0,365.3
Pública,557.7,361.6,400.0,484.7
Pública,557.0,531.7,620.0,553.6
Pública,379.5,432.7,460.0,461.4
Pública,417.8,341.1,320.0,498.9
Pública,495.1,544.9,600.0,553.1
Privada,669.2,628.6,620.0,656.7
Privada,428.2,430.2,840.0,529.3
Pública,571.7,557.7,760.0,525.9
Privada,365.9,380.7,740.0,452.3
Pública,405.1,432.8,560.0,478.7
Privada,838.0,632.3,920.0,674.1
Pública,532.9,460.1,360.0,498.7
Pública,462.5,401.2,520.0,526.3
Pública,375.0,479.0,540.0,458.2
Pública,779.8,640.1,900.0,639.2
Pública,425.5,464.3,500.0,536.6
Privada,662.8,581.9,720.0,594.9
Pública,476.6,493.7,620.0,528.6
Pública,542.5,540.9,740.0,550.5
Privada,605.8,516.9,840.0,644.3
Pública,615.7,497.4,840.0,581.9
Privada,428.8,368.4,600.0,444.8
Privada,714.6,586.1,880.0,554.5
Pública,413.9,488.3,300.0,478.0
Pública,433.6,379.5,480.0,458.7
Privada,612.0,579.5,840.0,594.8
Privada,552.7,470.1,820.0,559.1
Privada,505.5,503.4,860.0,558.9
Pública,448.6,507.5,540.0,553.0
Privada,591.3,516.9,620.0,544.0
Privada,521.3,555.5,640.0,545.6
Privada,836.3,679.0,900.0,654.3
Privada,621.8,568.9,820.0,569.7
Privada,471.1,408.3,540.0,528.2
Privada,702.5,597.7,800.0,605.5
Privada,644.5,613.4,920.0,644.3
Pública,507.6,419.4,660.0,492.4
Privada,593.7,373.0,700.0,534.0
Pública,467.0,458.2,560.0,516.4
Pública,406.5,377.3,520.0,437.5
Pública,451.9,397.7,300.0,516.4
Privada,723.4,600.5,960.0,619.5
Pública,536.8,470.1,480.0,549.7
Privada,557.6,486.0,560.0,536.0
Pública,385.2,412.9,480.0,525.8
Pública,374.1,536.7,420.0,479.2
Pública,459.3,426.3,360.0,391.8
Pública,778.1,588.9,940.0,585.5
Pública,404.0,430.6,560.0,558.4
Pública,376.9,355.3,680.0,514.8
Privada,364.4,466.3,440.0,510.0
Pública,651.6,433.3,720.0,568.1
Pública,484.1,404.0,420.0,449.5
Privada,567.8,506.2,840.0,565.2
Privada,527.6,453.7,280.0,503.6
Pública,617.6,482.9,760.0,561.1
Pública,416.5,345.1,440.0,448.8
Pública,508.9,443.2,660.0,511.8
Privada,571.2,503.1,780.0,563.2
Pública,406.9,397.1,240.0,475.3
Pública,473.4,548.3,600.0,559.2
Privada,740.0,633.5,980.0,626.0
Pública,462.7,482.3,520.0,554.6
Pública,580.7,407.1,520.0,486.2
Privada,551.2,352.4,620.0,546.5
Privada,370.2,433.6,680.0,588.4
Pública,417.3,397.0,560.0,525.9
Pública,439.9,436.4,480.0,522.2
Pública,543.2,428.4,580.0,509.3
Privada,697.8,512.0,660.0,587.8
Privada,607.6,580.9,700.0,588.0
Pública,627.5,596.7,640.0,549.3
Pública,443.3,386.4,360.0,482.5
Pública,366.3,519.3,320.0,505.4
Pública,395.6,479.7,480.0,526.3
Pública,561.6,360.9,560.0,541.3
Pública,407.9,375.5,260.0,429.0
Pública,478.2,406.3,240.0,412.0
Pública,437.2,432.9,440.0,452.4
Privada,732.5,626.6,960.0,618.5
Pública,367.1,335.6,420.0,480.5
Pública,413.1,418.2,580.0,502.7
Pública,459.1,434.2,440.0,481.6
Pública,566.8,522.9,860.0,585.8
Pública,401.6,377.1,440.0,483.3
Pública,456.9,393.9,480.0,474.1
Pública,586.5,502.9,600.0,572.0
Pública,443.4,369.7,560.0,415.4
Pública,498.0,428.8,440.0,475.3
Pública,516.6,442.7,0.0,491.5
Privada,581.1,483.3,640.0,528.5
Privada,506.6,425.5,460.0,543.3
Pública,418.4,369.3,300.0,550.5
Pública,456.8,463.9,440.0,505.2
Pública,423.2,483.4,540.0,536.0
Pública,498.1,589.6,660.0,608.8
Privada,703.1,584.6,920.0,619.8
Privada,480.1,438.2,620.0,487.4
Privada,429.6,531.5,680.0,546.3
Pública,365.3,455.0,380.0,373.7
Privada,663.8,547.8,700.0,604.0
Privada,399.4,479.7,640.0,519.6
Pública,639.2,640.7,820.0,622.5
Pública,503.3,463.8,520.0,524.1
Privada,929.4,690.4,960.0,608.1
Pública,627.8,555.6,720.0,564.6
Pública,455.2,407.6,580.0,513.9
Pública,787.6,622.2,820.0,647.2
Pública,475.9,524.9,640.0,549.7
Privada,697.8,490.3,640.0,597.9
Pública,368.8,494.4,0.0,516.6
Privada,784.4,677.8,920.0,687.4
Pública,425.8,394.1,540.0,485.1
Pública,391.4,431.1,460.0,511.1
Pública,497.1,482.4,560.0,453.6
Privada,707.5,648.8,920.0,624.7
Privada,716.5,605.2,780.0,568.0
Privada,467.4,577.8,920.0,578.7
Privada,822.2,652.1,900.0,624.5
Pública,424.6,392.6,440.0,527.3
Pública,636.7,519.4,360.0,385.7
Pública,535.2,480.2,680.0,545.3
Pública,581.0,414.6,480.0,553.5
Pública,441.5,450.4,380.0,462.3
Pública,466.2,441.1,480.0,436.7
Pública,361.7,364.2,520.0,450.2
Pública,498.3,472.0,780.0,616.4
Pública,444.5,402.9,640.0,488.6
Pública,439.4,389.4,540.0,359.6
Pública,462.8,395.2,580.0,466.4
Pública,512.7,411.6,600.0,419.7
Pública,561.6,397.5,540.0,486.8
Pública,524.0,511.9,360.0,526.4
Privada,698.7,590.5,640.0,659.1
Privada,675.1,451.0,880.0,563.2
Pública,482.8,440.9,640.0,450.4
Pública,494.0,467.7,420.0,483.6
