TP_ESCOLA,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_REDACAO,NU_NOTA_LC
Pública,494.7,408.4,720.0,557.3
Privada,662.3,599.5,660.0,546.7
Pública,573.3,540.2,780.0,550.0
Pública,440.1,484.2,500.0,522.2
Pública,514.5,435.0,0.0,371.3
Pública,499.4,544.9,540.0,557.7
Pública,498.1,414.9,660.0,472.0
Privada,565.6,438.5,580.0,460.9
Pública,550.2,465.7,600.0,580.8
Pública,459.5,400.1,540.0,529.0
Privada,681.5,582.9,580.0,639.0
Privada,665.4,610.1,880.0,592.2
Pública,421.7,463.4,660.0,446.2
Privada,529.8,521.2,520.0,562.5
Pública,452.0,433.1,740.0,548.7
Privada,395.2,473.3,520.0,524.3
Pública,569.9,488.3,820.0,558.0
Pública,401.5,459.0,400.0,392.2
Pública,458.3,367.9,240.0,354.0
Privada,728.0,617.5,720.0,621.4
Privada,685.7,588.3,680.0,587.5
Pública,427.7,534.4,600.0,552.1
Pública,602.9,469.8,760.0,574.7
Pública,397.6,510.3,540.0,528.6
Pública,441.0,381.2,680.0,450.7
Privada,569.9,608.0,920.0,606.4
Pública,466.8,464.7,700.0,348.6
Privada,548.0,518.0,600.0,583.5
Pública,522.3,445.2,460.0,508.5
Pública,634.4,495.0,660.0,509.7
Pública,528.3,527.6,800.0,525.3
Privada,652.9,596.9,840.0,620.2
Privada,540.4,451.2,640.0,543.1
Pública,557.7,491.4,840.0,569.1
Pública,516.2,375.7,460.0,513.6
Pública,389.8,466.6,620.0,535.7
Pública,612.5,479.1,600.0,560.7
Pública,744.4,633.7,940.0,635.1
Pública,408.9,412.4,460.0,497.4
Pública,424.6,431.4,460.0,504.8
Pública,512.6,403.2,580.0,474.2
Pública,679.8,590.9,620.0,587.4
Pública,465.3,413.3,0.0,472.1
Pública,497.0,373.1,0.0,430.0
Pública,719.6,611.3,640.0,616.3
Pública,770.3,640.4,800.0,607.0
Privada,469.0,441.5,600.0,540.9
Pública,631.2,544.0,640.0,564.8
Privada,398.9,345.5,560.0,514.1
Pública,734.4,579.8,820.0,607.5
Privada,402.7,481.3,580.0,528.8
Pública,845.3,692.3,900.0,632.4
Pública,626.2,459.1,400.0,503.5
Privada,593.2,542.3,920.0,546.1
Pública,402.6,375.4,560.0,503.4
Pública,594.6,592.1,820.0,581.1
Pública,490.5,385.0,620.0,539.4
Privada,593.3,560.2,840.0,574.9
Privada,656.6,500.6,940.0,601.3
Pública,393.1,401.1,640.0,511.5
Pública,480.5,412.8,300.0,502.1
Pública,664.9,388.8,760.0,487.7
Pública,441.6,505.2,480.0,511.0
Privada,632.7,546.3,820.0,587.6
Privada,655.7,588.5,700.0,567.5
Pública,400.3,353.9,420.0,466.0
Privada,536.2,511.8,500.0,499.4
Privada,492.7,526.5,560.0,567.6
Privada,564.9,403.0,680.0,525.7
Privada,557.9,528.3,620.0,553.2
Pública,505.1,470.2,620.0,604.1
Pública,626.6,496.1,760.0,572.9
Privada,790.2,600.4,860.0,592.0
Pública,423.0,541.0,780.0,562.4
Privada,669.2,627.8,960.0,656.7
Privada,506.1,444.2,680.0,527.6
Pública,534.4,516.6,540.0,421.7
Pública,405.8,437.3,560.0,489.3
Privada,427.7,379.3,420.0,443.5
Privada,502.6,467.9,660.0,556.5
Privada,711.8,568.8,900.0,604.6
Pública,475.3,547.4,660.0,607.8
Pública,578.4,410.7,720.0,538.2
Privada,548.8,544.7,640.0,592.5
Pública,510.8,406.4,520.0,562.7
Privada,827.4,669.2,700.0,627.6
Pública,401.7,464.6,560.0,532.6
Pública,406.9,419.4,480.0,545.4
Pública,480.1,430.9,400.0,437.7
Pública,448.5,414.2,460.0,542.9
Pública,515.6,442.8,640.0,523.5
Privada,534.1,499.9,680.0,575.9
Pública,513.9,411.7,320.0,459.7
Pública,483.4,485.2,540.0,469.8
Pública,510.0,428.0,680.0,495.9
Pública,593.9,451.1,380.0,508.0
Privada,659.2,524.5,740.0,564.1
Pública,425.5,445.4,600.0,526.3
Privada,711.9,575.1,820.0,621.4
Privada,523.1,449.9,520.0,483.6
Pública,466.4,389.7,480.0,520.4
Pública,456.3,504.7,620.0,449.9
Pública,434.2,377.0,600.0,454.5
Privada,411.4,517.2,540.0,537.0
Pública,467.1,390.0,640.0,487.2
Privada,440.3,532.9,860.0,546.0
Pública,526.7,529.8,620.0,578.7
Pública,432.5,427.2,0.0,513.8
Pública,570.4,405.9,560.0,544.8
Pública,388.1,450.2,0.0,345.9
Privada,562.5,547.7,760.0,564.9
Pública,433.0,429.2,360.0,518.1
Pública,505.2,521.2,360.0,508.4
Pública,469.5,442.6,580.0,529.1
Pública,456.9,371.3,280.0,484.7
Pública,458.3,499.9,520.0,544.6
Pública,393.9,387.2,400.0,467.7
Pública,462.8,465.0,420.0,505.1
Pública,404.2,418.3,540.0,490.8
Privada,376.8,484.9,660.0,597.9
Pública,488.8,461.5,440.0,504.8
Privada,740.3,635.0,800.0,661.8
Pública,416.8,481.3,720.0,526.0
Pública,518.4,400.1,480.0,504.9
Pública,378.5,343.5,440.0,399.9
Pública,632.0,488.3,820.0,611.1
Pública,395.8,484.4,460.0,428.1
Pública,425.0,506.5,580.0,544.3
Pública,576.8,401.0,640.0,537.5
Privada,534.7,483.4,700.0,555.0
Privada,613.2,599.3,840.0,604.2
Pública,498.4,369.8,480.0,521.0
Pública,456.7,443.4,620.0,518.1
Privada,661.1,522.7,840.0,590.6
Pública,575.1,407.2,840.0,594.1
Pública,406.1,350.3,340.0,421.3
Pública,537.6,421.1,500.0,523.2
Pública,376.5,440.0,780.0,526.4
Pública,375.8,461.6,460.0,494.2
Pública,367.1,366.2,500.0,433.6
Pública,403.6,483.0,600.0,529.3
Pública,491.4,414.8,440.0,540.8
Privada,805.3,582.0,860.0,619.4
Privada,689.1,574.8,920.0,603.4
Pública,495.6,391.2,780.0,543.7
Pública,388.6,366.3,560.0,406.5
Pública,482.4,401.0,0.0,458.1
Pública,546.9,469.9,500.0,402.4
Pública,434.8,449.5,360.0,505.6
Pública,532.3,450.2,640.0,541.6
Privada,710.2,666.2,880.0,623.9
Privada,397.6,411.2,540.0,520.7
Privada,439.6,502.6,580.0,520.9
Pública,416.4,391.5,560.0,461.5
Privada,749.6,606.2,940.0,620.8
Pública,366.4,509.6,340.0,464.9
Pública,436.0,342.9,540.0,421.7
Pública,403.8,414.5,540.0,470.7
Pública,432.0,389.1,320.0,465.2
Privada,602.0,603.2,960.0,603.5
Pública,551.4,448.3,600.0,474.4
Pública,404.7,427.7,400.0,434.6
Pública,499.2,472.1,480.0,469.6
Privada,430.6,559.4,840.0,562.9
Pública,573.1,425.9,620.0,561.4
Pública,455.3,426.6,460.0,383.2
Pública,552.7,457.7,600.0,555.0
Privada,568.7,532.3,720.0,544.7
Pública,576.3,496.6,640.0,571.3
Privada,765.1,561.6,860.0,627.0
Pública,509.4,447.8,360.0,496.1
Pública,452.1,398.4,580.0,490.0
Pública,431.6,398.0,440.0,469.8
Pública,448.0,437.0,680.0,440.6
Pública,409.2,393.9,500.0,467.3
Privada,600.3,542.4,900.0,572.5
Privada,679.8,493.3,480.0,581.5
Pública,599.2,553.2,560.0,599.3
Privada,690.2,564.4,560.0,528.0
Privada,563.1,553.7,580.0,581.5
Pública,559.5,334.9,520.0,522.0
Privada,674.0,577.4,600.0,574.5
Pública,474.1,515.2,640.0,548.2
Pública,410.4,399.3,540.0,425.2
Pública,581.3,389.7,540.0,493.5
Pública,620.5,502.9,760.0,547.8
Pública,527.5,390.2,600.0,540.8
Pública,442.1,416.3,540.0,504.4
Pública,421.1,362.1,300.0,374.8
Pública,551.1,513.7,580.0,476.7
Privada,496.4,492.7,820.0,527.8
Pública,479.5,447.2,440.0,496.9
Pública,538.7,540.8,640.0,519.9
Pública,544.6,376.4,600.0,481.1
Pública,672.0,583.3,920.0,547.4
Pública,706.8,523.1,560.0,537.9
Privada,742.7,591.5,900.0,618.8
Pública,465.3,417.4,580.0,544.7
Pública,650.4,470.4,620.0,600.6
Pública,379.0,459.7,480.0,340.9
Pública,420.8,451.0,660.0,518.6
Pública,618.5,583.4,700.0,595.8
Pública,650.8,581.1,780.0,593.0
Privada,481.5,407.7,560.0,516.0
Privada,450.4,594.1,940.0,598.0
Privada,699.7,572.4,620.0,617.6
Privada,496.3,432.5,680.0,492.3
Privada,690.6,585.7,920.0,588.7
Pública,422.6,477.7,560.0,562.1
Pública,716.0,607.1,920.0,623.1
Privada,766.3,678.4,900.0,591.0
Pública,509.6,442.8,700.0,558.0
Privada,664.8,626.5,820.0,646.5
Privada,525.7,545.7,740.0,596.4
Pública,401.1,351.6,520.0,432.2
Pública,491.5,354.1,580.0,519.3
Pública,419.9,396.3,460.0,411.4
Pública,542.0,552.1,840.0,556.1
Pública,373.1,434.8,520.0,512.3
Pública,399.8,472.3,600.0,390.6
Pública,752.5,561.6,580.0,577.9
Pública,460.9,450.4,680.0,406.2
Privada,682.6,534.8,900.0,592.4
Pública,468.0,369.5,560.0,508.6
Pública,725.0,581.2,540.0,559.2
Privada,704.7,587.9,620.0,628.9
Pública,584.5,377.2,660.0,525.9
Privada,878.1,737.4,960.0,649.0
Pública,447.5,408.1,440.0,371.5
Pública,482.7,439.8,480.0,403.9
Pública,426.0,429.7,420.0,472.1
Privada,517.6,450.3,360.0,550.4
Pública,451.0,472.7,640.0,513.0
Privada,679.8,505.5,880.0,574.2
Pública,539.8,462.5,560.0,474.5
Pública,440.2,359.4,420.0,494.2
Pública,644.8,602.0,520.0,575.9
Privada,413.0,437.4,620.0,517.4
Pública,512.7,381.2,620.0,528.8
Pública,492.6,561.8,640.0,552.3
Pública,451.9,465.4,640.0,516.7
Pública,553.8,365.9,580.0,504.5
Pública,454.7,409.7,260.0,442.5
Privada,466.9,557.9,620.0,541.6
Pública,484.6,418.4,480.0,486.1
Privada,407.6,530.0,560.0,541.4
Pública,496.5,344.6,380.0,503.6
Pública,438.9,371.8,220.0,493.9
Pública,529.7,476.2,780.0,408.0
Privada,484.9,431.7,640.0,546.5
Privada,707.0,594.7,800.0,548.0
Privada,405.3,386.0,460.0,556.7
Privada,583.1,500.4,600.0,530.5
Privada,584.1,572.1,700.0,544.9
Privada,623.4,567.8,800.0,594.2
Pública,475.6,450.1,680.0,572.3
Privada,616.4,391.8,580.0,540.5
Privada,470.3,467.4,920.0,584.1
Pública,440.8,408.8,460.0,575.3
Pública,455.9,498.0,580.0,544.5
Pública,406.9,457.1,580.0,573.8
Privada,630.3,546.3,620.0,568.8
Pública,479.7,527.0,500.0,580.6
Pública,516.7,413.9,580.0,568.6
Pública,505.3,351.6,760.0,355.3
Pública,359.8,405.7,580.0,515.1
Pública,372.4,353.5,620.0,502.9
Privada,598.6,421.8,640.0,527.3
Pública,482.8,420.5,740.0,544.5
Privada,664.0,537.0,920.0,598.0
Privada,512.2,477.9,700.0,513.1
Pública,481.5,440.6,560.0,511.2
Pública,438.4,508.7,380.0,515.8
Pública,466.6,387.8,280.0,501.0
Pública,555.5,354.1,480.0,555.1
Privada,794.7,606.8,920.0,568.2
Pública,537.6,389.1,700.0,527.2
Privada,487.0,550.3,620.0,492.5
Privada,623.6,555.1,840.0,521.0
Privada,670.2,613.2,940.0,639.8
Pública,433.0,399.7,600.0,531.5
Pública,593.5,503.4,520.0,582.0
Pública,428.8,483.2,340.0,500.1
Pública,411.4,368.2,240.0,465.6
Privada,700.2,597.3,800.0,614.6
Pública,467.0,522.8,620.0,519.7
Privada,679.4,608.8,840.0,615.3
Privada,546.1,431.3,580.0,464.3
Pública,732.2,604.2,600.0,583.2
Pública,609.7,472.6,560.0,535.6
Pública,363.9,525.6,580.0,522.8
Pública,642.0,599.4,740.0,610.8
Pública,529.5,471.2,460.0,478.9
Privada,597.3,522.8,840.0,593.7
Pública,445.9,384.8,420.0,443.4
Pública,452.5,385.1,520.0,550.6
Pública,573.1,457.4,360.0,495.4
Pública,463.1,495.0,440.0,498.8
Pública,591.6,406.2,520.0,515.9
Pública,397.3,418.8,480.0,422.7
Pública,428.2,348.1,480.0,487.8
Pública,506.4,336.6,440.0,406.8
Pública,459.5,368.9,300.0,504.7
Privada,692.0,586.7,920.0,572.3
Pública,611.5,490.6,500.0,534.1
Pública,467.4,350.6,460.0,465.9
Privada,694.6,601.9,820.0,608.7
Pública,570.8,525.8,580.0,527.8
Pública,463.9,406.2,480.0,429.2
Pública,471.8,433.5,560.0,483.4
Privada,694.1,583.2,600.0,579.7
Pública,415.0,414.5,440.0,427.4
Pública,360.5,458.4,600.0,538.5
Pública,499.0,538.1,600.0,445.8
Privada,432.1,546.0,800.0,546.8
Privada,567.9,494.4,600.0,554.0
Pública,610.5,513.3,720.0,551.4
Pública,661.1,455.4,720.0,542.3
Privada,451.8,535.1,780.0,572.8
Privada,641.0,564.7,920.0,581.0
Pública,444.7,353.9,640.0,520.7
Privada,608.8,604.0,800.0,586.4
Pública,441.2,463.9,540.0,519.7
Privada,408.6,419.7,320.0,465.9
Pública,459.3,397.8,500.0,539.3
Pública,514.9,367.2,400.0,398.6
Privada,496.6,543.2,560.0,536.3
Pública,407.0,410.5,300.0,564.2
Privada,593.6,504.9,860.0,577.5
Pública,400.8,391.5,560.0,432.3
Pública,481.2,516.7,500.0,518.9
Privada,664.5,579.8,660.0,654.0
Pública,537.2,408.9,600.0,523.2
Privada,823.9,665.3,860.0,630.6
Pública,487.3,411.2,0.0,365.8
Privada,495.3,538.6,360.0,551.7
Pública,588.5,469.5,620.0,572.2
Pública,519.8,382.4,680.0,562.2
Privada,755.9,453.7,900.0,621.4
Privada,515.7,484.6,600.0,548.1
Privada,690.4,599.2,560.0,572.1
Privada,671.0,594.4,760.0,598.4
Privada,640.7,662.3,920.0,622.3
Privada,535.5,525.8,920.0,535.1
Pública,494.5,375.1,360.0,367.9
Pública,408.4,502.8,440.0,543.6
Pública,689.3,629.7,940.0,608.6
Pública,449.9,383.9,420.0,504.6
Pública,474.3,517.9,440.0,472.3
Privada,611.5,571.0,800.0,524.8
Pública,405.0,431.0,640.0,465.1
Pública,427.9,357.4,260.0,344.5
Pública,438.2,471.2,540.0,537.5
Pública,523.4,532.1,600.0,566.5
Privada,393.7,354.3,680.0,495.3
Pública,384.5,441.6,280.0,416.6
Pública,391.4,462.0,660.0,474.7
Privada,649.6,571.4,0.0,538.9
Pública,717.5,562.3,840.0,581.2
Pública,592.0,479.6,860.0,585.7
Privada,550.1,509.6,600.0,566.2
Pública,595.3,470.3,600.0,532.3
Pública,403.8,429.7,500.0,513.7
Pública,403.3,402.3,620.0,497.6
Pública,534.5,410.0,380.0,529.4
Pública,467.5,360.1,540.0,452.0
Pública,458.1,425.2,740.0,531.4
Pública,557.8,398.6,900.0,508.1
Pública,398.4,389.9,560.0,435.1
Privada,658.6,426.9,920.0,535.1
Pública,449.4,415.2,680.0,555.1
Pública,544.8,518.8,660.0,547.1
Privada,593.8,474.2,540.0,568.1
Pública,515.7,503.3,860.0,568.9
Pública,438.3,392.1,560.0,514.4
Pública,548.4,435.6,560.0,581.8
Pública,412.8,463.9,480.0,542.2
Pública,686.0,584.2,640.0,589.3
Pública,541.6,366.0,620.0,473.6
Pública,525.0,542.4,540.0,532.6
Pública,502.5,447.0,580.0,489.4
Privada,594.3,545.8,620.0,541.8
Privada,563.8,531.5,680.0,546.5
Pública,505.8,459.5,640.0,506.2
Privada,403.4,482.0,600.0,555.8
Pública,606.8,438.7,680.0,527.7
Pública,422.8,391.4,500.0,474.5
Pública,403.7,466.5,300.0,489.8
Pública,483.5,347.7,700.0,510.6
Privada,647.3,530.5,900.0,571.1
Pública,411.8,497.0,380.0,420.6
Pública,368.4,358.5,480.0,530.7
Pública,494.4,458.3,600.0,508.2
Pública,540.2,423.2,300.0,489.0
Privada,517.2,467.8,540.0,540.1
Privada,707.1,618.2,700.0,609.3
Pública,448.8,430.0,420.0,471.8
Privada,744.4,557.4,780.0,593.8
Pública,399.2,356.7,0.0,413.5
Privada,711.5,572.5,620.0,569.6
Pública,576.6,431.9,300.0,497.4
Privada,674.1,563.3,920.0,631.5
Pública,441.2,457.0,720.0,519.2
Privada,525.4,491.4,400.0,524.5
Pública,536.5,525.0,840.0,575.0
Privada,772.9,675.7,900.0,632.5
Pública,704.8,553.4,720.0,586.2
Privada,669.6,580.7,820.0,578.4
Pública,591.6,454.1,740.0,576.9
Pública,393.5,500.3,580.0,540.5
Pública,412.4,450.3,540.0,526.0
Pública,555.2,505.0,480.0,581.7
Pública,549.8,389.4,940.0,556.3
Pública,528.2,489.7,580.0,563.2
Pública,670.7,488.8,880.0,565.1
Pública,447.3,516.3,460.0,503.9
Privada,566.3,529.1,740.0,505.0
Privada,818.9,675.6,920.0,667.5
Pública,475.4,398.9,320.0,355.4
Pública,428.9,505.9,660.0,561.6
Privada,719.5,583.3,920.0,624.8
Privada,695.3,569.8,920.0,609.9
Pública,412.9,509.1,220.0,457.2
Privada,588.7,574.3,560.0,549.3
Privada,728.3,558.9,920.0,595.5
Pública,505.2,400.0,0.0,402.7
Pública,379.8,443.1,660.0,614.1
Pública,467.1,481.3,600.0,497.0
Privada,544.3,557.9,740.0,553.2
Pública,480.9,431.5,480.0,503.8
Privada,596.6,501.5,840.0,378.1
Pública,494.1,468.1,860.0,557.6
Pública,596.0,496.0,560.0,555.0
Privada,544.2,461.6,560.0,518.5
Privada,587.2,595.7,720.0,564.3
Pública,616.7,551.9,460.0,558.6
Pública,488.9,495.3,680.0,547.6
Privada,462.6,458.2,700.0,578.7
Pública,604.9,573.7,600.0,560.5
Privada,384.0,407.7,620.0,552.8
Pública,527.6,363.6,620.0,520.2
Privada,529.7,524.0,840.0,513.2
Pública,481.7,363.3,360.0,332.5
Pública,587.6,500.3,680.0,565.4
Pública,440.6,396.8,600.0,525.3
Pública,640.3,588.2,840.0,578.0
Pública,418.5,352.8,600.0,465.1
Privada,649.0,502.5,660.0,549.7
Pública,410.2,474.7,760.0,552.1
Pública,582.9,463.1,520.0,356.7
Pública,527.7,440.3,480.0,511.2
Pública,614.7,576.5,700.0,624.9
Privada,625.1,518.6,840.0,588.6
Pública,598.8,571.4,720.0,603.7
Pública,557.2,513.8,780.0,560.6
Pública,456.1,373.1,660.0,492.5
Privada,664.5,548.4,940.0,605.9
Privada,655.8,603.0,760.0,601.2
Pública,419.6,465.3,600.0,586.3
Pública,602.7,446.7,540.0,481.8
Pública,434.8,468.3,280.0,425.1
Privada,615.5,561.1,880.0,587.9
Pública,437.1,466.5,440.0,511.8
Pública,432.0,410.0,540.0,472.7
Privada,620.0,600.9,720.0,554.0
Privada,470.8,391.3,540.0,512.8
Privada,566.5,588.3,600.0,513.4
Pública,657.8,632.1,780.0,547.2
Privada,700.0,590.7,840.0,622.6
Privada,623.0,541.5,720.0,595.4
Pública,422.4,432.0,520.0,465.6
Pública,597.5,382.8,580.0,534.2
Pública,368.9,382.0,520.0,513.1
Pública,734.9,646.3,880.0,652.8
Privada,426.9,578.7,920.0,562.2
Pública,464.3,454.2,560.0,556.9
Privada,741.3,591.8,800.0,587.4
Pública,421.9,445.9,500.0,505.0
Pública,482.9,382.2,640.0,434.8
Pública,519.9,510.2,840.0,603.2
Privada,728.4,585.9,780.0,531.8
Privada,596.0,441.2,640.0,561.6
Pública,415.3,372.6,560.0,481.9
Pública,409.6,391.4,500.0,485.5
Pública,475.6,496.5,640.0,541.0
Pública,436.1,495.3,460.0,493.0
Pública,469.0,406.9,600.0,460.9
Pública,504.0,440.4,580.0,494.1
Pública,547.2,403.8,640.0,523.5
Pública,471.7,410.7,560.0,508.4
Pública,407.1,417.2,620.0,558.0
Pública,445.8,468.3,520.0,485.3
Pública,420.6,376.9,0.0,494.9
Privada,673.9,585.8,800.0,616.0
Privada,650.0,518.6,760.0,553.3
Pública,410.2,468.5,600.0,539.8
Pública,520.1,488.4,840.0,548.5
Privada,622.6,574.4,820.0,619.9
Pública,603.5,606.9,700.0,533.4
Privada,446.3,568.9,760.0,582.1
Privada,465.4,560.1,820.0,559.1
Privada,521.7,558.3,640.0,576.3
Pública,458.7,476.6,580.0,519.6
Pública,436.7,401.3,320.0,408.8
Pública,403.5,406.7,0.0,490.6
Pública,553.0,553.4,720.0,576.2
Pública,444.5,361.6,380.0,471.7
Pública,497.3,362.9,380.0,380.4
Pública,432.5,404.5,520.0,542.9
Privada,707.3,689.9,780.0,662.6
Pública,492.3,526.8,540.0,582.4
Pública,557.6,495.0,480.0,564.2
Pública,381.4,453.2,600.0,524.6
Pública,411.7,405.7,580.0,526.3
Pública,425.9,482.7,580.0,525.7
Privada,898.8,716.8,920.0,666.9
Pública,552.6,535.6,800.0,601.5
Privada,713.2,571.8,840.0,630.3
Pública,452.4,487.8,0.0,440.5
Privada,416.9,364.3,620.0,407.5
Privada,691.3,625.9,940.0,641.2
Pública,658.2,587.4,680.0,513.6
Pública,388.9,347.3,620.0,473.8
Pública,615.4,537.9,680.0,566.9
Pública,468.1,477.6,600.0,515.1
Pública,612.9,418.0,520.0,481.2
Pública,521.5,512.0,620.0,572.8
Pública,455.9,357.9,320.0,471.2
Pública,534.3,434.2,480.0,510.6
Privada,452.6,540.6,560.0,589.2
Pública,511.0,402.4,460.0,507.0
Privada,592.7,591.9,880.0,620.4
Pública,381.9,487.6,300.0,494.7
Privada,560.2,475.6,880.0,516.6
Pública,621.6,546.8,640.0,525.3
Privada,475.2,362.0,600.0,426.3
Pública,434.4,400.2,520.0,515.9
Privada,449.6,537.4,340.0,502.5
Privada,414.9,512.8,580.0,580.7
Pública,489.2,477.7,500.0,360.0
Pública,479.6,348.4,520.0,355.0
Pública,389.5,405.7,320.0,408.2
Privada,522.8,562.2,880.0,583.8
Privada,684.8,575.8,700.0,612.8
Privada,679.9,584.2,880.0,560.0
Pública,397.6,345.9,0.0,386.3
Privada,493.2,466.3,620.0,426.3
Privada,623.9,430.9,620.0,392.6
Pública,469.8,459.2,580.0,576.5
Pública,665.9,538.0,640.0,566.3
Pública,475.9,406.7,560.0,469.2
Privada,438.5,412.9,560.0,482.5
Pública,651.6,505.4,600.0,577.6
Privada,564.3,602.5,760.0,581.1
Pública,485.9,468.3,760.0,501.9
Pública,656.7,570.8,700.0,604.0
Pública,496.1,475.2,740.0,550.9
Pública,560.2,513.0,460.0,536.9
Privada,635.3,532.8,700.0,557.0
Pública,537.9,500.9,640.0,546.7
Privada,492.7,470.0,600.0,525.2
Pública,423.0,472.7,0.0,495.9
Pública,671.4,400.6,740.0,539.2
Pública,822.5,608.7,860.0,614.0
Pública,568.2,453.7,580.0,518.3
Pública,655.5,472.5,640.0,565.7
Pública,527.2,485.0,640.0,539.2
Pública,655.4,460.7,880.0,576.5
Pública,467.2,433.0,300.0,481.4
Pública,589.8,515.9,660.0,562.5
Pública,403.6,364.3,620.0,481.3
Pública,380.4,388.5,520.0,494.5
Pública,524.7,463.9,360.0,468.3
Pública,544.4,555.8,600.0,561.7
Pública,604.6,571.2,740.0,617.6
Privada,794.2,613.4,940.0,652.2
Privada,445.8,428.7,700.0,520.4
Pública,707.9,586.1,720.0,615.1
Pública,442.0,510.3,560.0,561.7
Privada,501.4,457.0,660.0,556.7
Pública,438.2,459.2,580.0,568.0
Pública,644.6,620.0,780.0,647.4
Pública,719.6,657.3,780.0,657.5
Privada,590.4,494.9,560.0,575.3
Pública,451.6,422.0,460.0,461.5
Pública,569.5,438.6,380.0,469.8
Pública,374.3,406.2,540.0,407.2
Privada,392.4,490.4,720.0,551.6
Privada,682.8,599.0,980.0,650.6
Privada,769.0,669.4,820.0,645.1
Pública,460.5,393.6,520.0,487.3
Privada,550.3,556.3,640.0,592.9
Pública,450.4,531.4,700.0,534.5
Privada,800.8,611.1,860.0,609.0
Pública,530.8,514.0,640.0,546.0
Pública,553.4,533.9,920.0,587.5
Pública,555.7,451.1,620.0,550.4
Privada,448.3,487.7,380.0,513.1
Pública,779.7,593.1,620.0,608.0
Pública,431.8,575.1,840.0,608.7
Pública,444.7,478.0,560.0,561.8
Pública,384.3,380.6,400.0,461.1
Pública,396.3,544.4,580.0,551.4
Pública,403.6,464.1,580.0,475.3
Privada,570.9,616.3,800.0,448.4
Privada,655.1,624.6,920.0,601.4
Pública,423.9,456.2,560.0,542.9
Privada,639.0,533.7,880.0,562.1
Privada,647.3,435.6,660.0,498.3
Privada,405.0,445.8,480.0,499.3
Pública,523.3,416.6,0.0,395.0
Privada,672.6,484.7,640.0,557.0
Pública,417.9,469.2,580.0,521.5
Pública,437.8,386.3,580.0,569.0
Pública,434.3,518.6,580.0,547.4
Pública,385.1,395.4,420.0,512.6
Privada,501.2,506.2,580.0,516.8
Privada,368.5,406.4,600.0,493.2
Privada,597.0,465.1,840.0,472.5
Privada,802.6,589.4,700.0,599.4
Privada,589.2,564.2,860.0,579.5
Pública,694.6,558.0,680.0,556.8
Privada,516.0,481.5,700.0,520.2
Privada,672.6,554.3,840.0,601.7
Pública,513.4,408.1,580.0,501.0
Pública,536.5,464.6,360.0,540.5
Pública,452.7,427.3,600.0,515.9
Pública,578.5,375.5,720.0,526.8
Privada,561.3,532.8,900.0,439.9
Pública,659.5,511.7,780.0,571.0
Privada,535.5,539.2,540.0,570.9
Privada,513.9,483.1,560.0,541.6
Privada,686.4,451.4,740.0,563.6
Privada,544.1,500.9,720.0,551.8
Pública,607.5,408.5,600.0,560.7
Pública,390.9,427.5,560.0,491.1
Pública,369.9,391.7,420.0,440.2
Pública,417.1,397.6,600.0,491.2
Pública,481.9,376.5,320.0,541.8
Privada,487.6,418.3,280.0,530.6
Pública,362.2,404.1,600.0,520.9
Privada,729.5,638.7,840.0,652.6
Pública,579.7,526.7,880.0,570.0
Pública,520.9,471.4,420.0,535.5
Pública,509.7,451.0,700.0,506.2
Pública,517.3,436.2,720.0,544.8
Pública,482.2,512.3,440.0,464.4
Pública,464.4,479.7,460.0,482.2
Privada,736.7,581.6,800.0,588.5
Pública,403.2,408.7,320.0,483.7
Pública,420.1,463.2,800.0,551.4
Pública,493.5,385.3,480.0,504.3
Pública,483.0,361.4,520.0,484.9
Privada,715.3,604.5,920.0,605.3
Pública,420.9,441.0,460.0,396.7
Privada,743.8,612.4,960.0,640.5
Privada,428.6,482.4,580.0,506.4
Pública,487.3,479.9,360.0,557.4
Pública,627.2,408.2,620.0,487.4
Privada,729.4,573.7,820.0,598.2
Privada,495.6,540.7,740.0,516.3
Pública,579.8,521.5,640.0,596.0
Pública,529.6,484.5,580.0,552.4
Privada,516.6,434.8,600.0,533.5
Pública,497.6,503.6,320.0,518.6
Privada,774.2,638.8,940.0,602.6
Pública,419.0,491.1,460.0,492.1
Pública,407.9,398.8,640.0,575.1
Pública,579.7,505.7,680.0,567.4
Pública,592.1,450.2,720.0,476.7
Privada,390.2,514.8,580.0,564.9
Privada,549.0,545.0,800.0,536.7
Pública,415.2,444.5,640.0,490.6
Pública,406.9,416.4,540.0,391.7
Pública,376.9,477.5,660.0,596.8
Privada,695.2,638.3,720.0,635.8
Privada,693.9,606.5,740.0,617.0
Privada,474.5,447.0,640.0,583.3
Pública,535.9,496.7,540.0,542.8
